Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Evaluating Lossy Compression on Climate Data;Supercomputing;;;;10.1007/978-3-642-38750-0_26;Nathanael HübbeAl WegenerJulian Martin KunkelYi LingThomas Ludwig;2013;http://link.springer.com/chapter/10.1007/978-3-642-38750-0_26;Chapter;"Evaluating Lossy Compression on Climate Data,""Supercomputing"","""","""","""",""10.1007/978-3-642-38750-0_26"",""Nathanael HübbeAl WegenerJulian Martin KunkelYi LingThomas Ludwig"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-38750-0_26"",""Chapter"""
Event Aware Workload Prediction: A Study Using Auction Events;Web Information Systems Engineering - WISE 2012;;;;10.1007/978-3-642-35063-4_27;Matthew SladescuAlan FeketeKevin LeeAnna Liu;2012;http://link.springer.com/chapter/10.1007/978-3-642-35063-4_27;Chapter;"Event Aware Workload Prediction: A Study Using Auction Events,""Web Information Systems Engineering - WISE 2012"","""","""","""",""10.1007/978-3-642-35063-4_27"",""Matthew SladescuAlan FeketeKevin LeeAnna Liu"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-35063-4_27"",""Chapter"""
A Cache Oblivious Algorithm for Matrix Multiplication Based on Peano’s Space Filling Curve;Parallel Processing and Applied Mathematics;;;;10.1007/11752578_126;Michael BaderChristoph Zenger;2006;http://link.springer.com/chapter/10.1007/11752578_126;Chapter;"A Cache Oblivious Algorithm for Matrix Multiplication Based on Peano’s Space Filling Curve,""Parallel Processing and Applied Mathematics"","""","""","""",""10.1007/11752578_126"",""Michael BaderChristoph Zenger"",""2006"",""http://link.springer.com/chapter/10.1007/11752578_126"",""Chapter"""
Design of Network Aware Resource Allocation System for Grid Applications;Computational Science and Its Applications - ICCSA 2006;;;;10.1007/11751588_55;Jonghyoun ChoiKi-Sung YuJongjin ParkYoungsong Mun;2006;http://link.springer.com/chapter/10.1007/11751588_55;Chapter;"Design of Network Aware Resource Allocation System for Grid Applications,""Computational Science and Its Applications - ICCSA 2006"","""","""","""",""10.1007/11751588_55"",""Jonghyoun ChoiKi-Sung YuJongjin ParkYoungsong Mun"",""2006"",""http://link.springer.com/chapter/10.1007/11751588_55"",""Chapter"""
Communication Abstractions for Distributed Business Processes;Advanced Information Systems Engineering;;;;10.1007/978-3-540-72988-4_29;Lachlan AldredWil M. P. van der AalstMarlon DumasArthur H. M. ter Hofstede;2007;http://link.springer.com/chapter/10.1007/978-3-540-72988-4_29;Chapter;"Communication Abstractions for Distributed Business Processes,""Advanced Information Systems Engineering"","""","""","""",""10.1007/978-3-540-72988-4_29"",""Lachlan AldredWil M. P. van der AalstMarlon DumasArthur H. M. ter Hofstede"",""2007"",""http://link.springer.com/chapter/10.1007/978-3-540-72988-4_29"",""Chapter"""
Raster Algorithms;Computer Graphics and Geometric Modeling;;;;10.1007/1-84628-108-3_2;;2005;http://link.springer.com/chapter/10.1007/1-84628-108-3_2;Chapter;"Raster Algorithms,""Computer Graphics and Geometric Modeling"","""","""","""",""10.1007/1-84628-108-3_2"","""",""2005"",""http://link.springer.com/chapter/10.1007/1-84628-108-3_2"",""Chapter"""
Design and Compliance Experiment Study of the Forging Simulator;Intelligent Robotics and Applications;;;;10.1007/978-3-642-25486-4_29;Pu ZhangZhenqiang YaoZhengchun DuHao WangHaidong Yu;2011;http://link.springer.com/chapter/10.1007/978-3-642-25486-4_29;Chapter;"Design and Compliance Experiment Study of the Forging Simulator,""Intelligent Robotics and Applications"","""","""","""",""10.1007/978-3-642-25486-4_29"",""Pu ZhangZhenqiang YaoZhengchun DuHao WangHaidong Yu"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-25486-4_29"",""Chapter"""
lambdaMON – A Passive Monitoring Facility for DWDM Optical Networks;Passive and Active Network Measurement;;;;10.1007/978-3-540-31966-5_18;Jörg B. Micheel;2005;http://link.springer.com/chapter/10.1007/978-3-540-31966-5_18;Chapter;"lambdaMON – A Passive Monitoring Facility for DWDM Optical Networks,""Passive and Active Network Measurement"","""","""","""",""10.1007/978-3-540-31966-5_18"",""Jörg B. Micheel"",""2005"",""http://link.springer.com/chapter/10.1007/978-3-540-31966-5_18"",""Chapter"""
Soft Rock Cutting Mechanics Model of TBM Cutter and Experimental Research;Intelligent Robotics and Applications;;;;10.1007/978-3-642-10817-4_38;Jing XueYimin XiaZhiyong JiXiwen Zhou;2009;http://link.springer.com/chapter/10.1007/978-3-642-10817-4_38;Chapter;"Soft Rock Cutting Mechanics Model of TBM Cutter and Experimental Research,""Intelligent Robotics and Applications"","""","""","""",""10.1007/978-3-642-10817-4_38"",""Jing XueYimin XiaZhiyong JiXiwen Zhou"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-10817-4_38"",""Chapter"""
On the Performance of Master-Slave Parallelization Methods for Multi-Objective Evolutionary Algorithms;Artificial Intelligence and Soft Computing;;;;10.1007/978-3-642-38610-7_12;Alexandru-Ciprian ZăvoianuEdwin LughoferWerner KoppelstätterGünther WeidenholzerWolfgang AmrheinErich Peter Klement;2013;http://link.springer.com/chapter/10.1007/978-3-642-38610-7_12;Chapter;"On the Performance of Master-Slave Parallelization Methods for Multi-Objective Evolutionary Algorithms,""Artificial Intelligence and Soft Computing"","""","""","""",""10.1007/978-3-642-38610-7_12"",""Alexandru-Ciprian ZăvoianuEdwin LughoferWerner KoppelstätterGünther WeidenholzerWolfgang AmrheinErich Peter Klement"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-38610-7_12"",""Chapter"""
A Study on L2/OPN Design for Grid High Performance Network;Computational Science and Its Applications - ICCSA 2006;;;;10.1007/11751588_124;Min-Ki NohJoon-Min GilKi-Sung YooSeong-Jin Ahn;2006;http://link.springer.com/chapter/10.1007/11751588_124;Chapter;"A Study on L2/OPN Design for Grid High Performance Network,""Computational Science and Its Applications - ICCSA 2006"","""","""","""",""10.1007/11751588_124"",""Min-Ki NohJoon-Min GilKi-Sung YooSeong-Jin Ahn"",""2006"",""http://link.springer.com/chapter/10.1007/11751588_124"",""Chapter"""
Skills for Interviews;Coding Interviews;;;;10.1007/978-1-4302-4762-3_8;Harry He;2012;http://link.springer.com/chapter/10.1007/978-1-4302-4762-3_8;Chapter;"Skills for Interviews,""Coding Interviews"","""","""","""",""10.1007/978-1-4302-4762-3_8"",""Harry He"",""2012"",""http://link.springer.com/chapter/10.1007/978-1-4302-4762-3_8"",""Chapter"""
An Extensible Modular Recognition Concept That Makes Activity Recognition Practical;KI 2010: Advances in Artificial Intelligence;;;;10.1007/978-3-642-16111-7_46;Martin BerchtoldMatthias BuddeHedda R. SchmidtkeMichael Beigl;2010;http://link.springer.com/chapter/10.1007/978-3-642-16111-7_46;Chapter;"An Extensible Modular Recognition Concept That Makes Activity Recognition Practical,""KI 2010: Advances in Artificial Intelligence"","""","""","""",""10.1007/978-3-642-16111-7_46"",""Martin BerchtoldMatthias BuddeHedda R. SchmidtkeMichael Beigl"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-16111-7_46"",""Chapter"""
Applying MapReduce to Learning User Preferences in Near Real-Time;Case-Based Reasoning Research and Development;;;;10.1007/978-3-642-39056-2_2;Ian BeaverJoe Dumoulin;2013;http://link.springer.com/chapter/10.1007/978-3-642-39056-2_2;Chapter;"Applying MapReduce to Learning User Preferences in Near Real-Time,""Case-Based Reasoning Research and Development"","""","""","""",""10.1007/978-3-642-39056-2_2"",""Ian BeaverJoe Dumoulin"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-39056-2_2"",""Chapter"""
Quality in Computer Vision;Performance Characterization in Computer Vision;;;;10.1007/978-94-015-9538-4_4;Radek Mařík;2000;http://link.springer.com/chapter/10.1007/978-94-015-9538-4_4;Chapter;"Quality in Computer Vision,""Performance Characterization in Computer Vision"","""","""","""",""10.1007/978-94-015-9538-4_4"",""Radek Mařík"",""2000"",""http://link.springer.com/chapter/10.1007/978-94-015-9538-4_4"",""Chapter"""
Testing Topologies for the Evaluation of IPSEC Implementations;Computational Science and Its Applications – ICCSA 2009;;;;10.1007/978-3-642-02457-3_12;Fernando Sánchez-ChaparroJosé M. SierraOscar Delgado-MohatarAmparo Fúster-Sabater;2009;http://link.springer.com/chapter/10.1007/978-3-642-02457-3_12;Chapter;"Testing Topologies for the Evaluation of IPSEC Implementations,""Computational Science and Its Applications – ICCSA 2009"","""","""","""",""10.1007/978-3-642-02457-3_12"",""Fernando Sánchez-ChaparroJosé M. SierraOscar Delgado-MohatarAmparo Fúster-Sabater"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-02457-3_12"",""Chapter"""
A Test Collection for the Evaluation of Content-Based Image Retrieval Algorithms—A User and Task-Based Approach;Information Retrieval;;4;03/abr;10.1023/A:1011954407169;Marjo MarkkulaMarius TicoBemmu SepponenKatja NirkkonenEero Sormunen;2001;http://link.springer.com/article/10.1023/A%3A1011954407169;Article;"A Test Collection for the Evaluation of Content-Based Image Retrieval Algorithms—A User and Task-Based Approach,""Information Retrieval"","""",""4"",""3 - 4"",""10.1023/A:1011954407169"",""Marjo MarkkulaMarius TicoBemmu SepponenKatja NirkkonenEero Sormunen"",""2001"",""http://link.springer.com/article/10.1023/A%3A1011954407169"",""Article"""
Continuous Integration Flows;Continuous Software Engineering;;;;10.1007/978-3-319-11283-1_9;Daniel StåhlJan Bosch;2014;http://link.springer.com/chapter/10.1007/978-3-319-11283-1_9;Chapter;"Continuous Integration Flows,""Continuous Software Engineering"","""","""","""",""10.1007/978-3-319-11283-1_9"",""Daniel StåhlJan Bosch"",""2014"",""http://link.springer.com/chapter/10.1007/978-3-319-11283-1_9"",""Chapter"""
Decentralized Access Control Management for Network Configuration;Journal of Network and Systems Management;;16;3;10.1007/s10922-008-9111-3;Ludwig SeitzGöran SelanderErik RissanenCao LingBabak Sadighi;2008;http://link.springer.com/article/10.1007/s10922-008-9111-3;Article;"Decentralized Access Control Management for Network Configuration,""Journal of Network and Systems Management"","""",""16"",""3"",""10.1007/s10922-008-9111-3"",""Ludwig SeitzGöran SelanderErik RissanenCao LingBabak Sadighi"",""2008"",""http://link.springer.com/article/10.1007/s10922-008-9111-3"",""Article"""
SQL Server Optimization Checklist;SQL Server 2008 Query Performance Tuning Distilled;;;;10.1007/978-1-4302-1903-3_16;;2009;http://link.springer.com/chapter/10.1007/978-1-4302-1903-3_16;Chapter;"SQL Server Optimization Checklist,""SQL Server 2008 Query Performance Tuning Distilled"","""","""","""",""10.1007/978-1-4302-1903-3_16"","""",""2009"",""http://link.springer.com/chapter/10.1007/978-1-4302-1903-3_16"",""Chapter"""
Evaluating Image Registration Using NIREP;Biomedical Image Registration;;;;10.1007/978-3-642-14366-3_13;Joo Hyun SongGary E. ChristensenJeffrey A. HawleyYing WeiJon G. Kuhl;2010;http://link.springer.com/chapter/10.1007/978-3-642-14366-3_13;Chapter;"Evaluating Image Registration Using NIREP,""Biomedical Image Registration"","""","""","""",""10.1007/978-3-642-14366-3_13"",""Joo Hyun SongGary E. ChristensenJeffrey A. HawleyYing WeiJon G. Kuhl"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-14366-3_13"",""Chapter"""
An NC Code Based Machining Movement Simulation Method for a Parallel Robotic Machine;Intelligent Robotics and Applications;;;;10.1007/978-3-319-65292-4_1;Xu ShenFugui XieXin-Jun LiuRafiq Ahmad;2017;http://link.springer.com/chapter/10.1007/978-3-319-65292-4_1;Chapter;"An NC Code Based Machining Movement Simulation Method for a Parallel Robotic Machine,""Intelligent Robotics and Applications"","""","""","""",""10.1007/978-3-319-65292-4_1"",""Xu ShenFugui XieXin-Jun LiuRafiq Ahmad"",""2017"",""http://link.springer.com/chapter/10.1007/978-3-319-65292-4_1"",""Chapter"""
Quality of experience evaluation of voice communication: an affect-based approach;Human-centric Computing and Information Sciences;;2;1;10.1186/2192-1962-2-7;Abhishek BhattacharyaWanmin WuZhenyu Yang;2012;http://link.springer.com/article/10.1186/2192-1962-2-7;Article;"Quality of experience evaluation of voice communication: an affect-based approach,""Human-centric Computing and Information Sciences"","""",""2"",""1"",""10.1186/2192-1962-2-7"",""Abhishek BhattacharyaWanmin WuZhenyu Yang"",""2012"",""http://link.springer.com/article/10.1186/2192-1962-2-7"",""Article"""
Data scheme-based wireless channel modeling method: motivation, principle and performance;Journal of Communications and Information Networks;;2;3;10.1007/s41650-017-0009-7;Xiaochuan MaJianhua ZhangYuxiang ZhangZhanyu Ma;2017;http://link.springer.com/article/10.1007/s41650-017-0009-7;Article;"Data scheme-based wireless channel modeling method: motivation, principle and performance,""Journal of Communications and Information Networks"","""",""2"",""3"",""10.1007/s41650-017-0009-7"",""Xiaochuan MaJianhua ZhangYuxiang ZhangZhanyu Ma"",""2017"",""http://link.springer.com/article/10.1007/s41650-017-0009-7"",""Article"""
VATA: A Library for Efficient Manipulation of Non-deterministic Tree Automata;Tools and Algorithms for the Construction and Analysis of Systems;;;;10.1007/978-3-642-28756-5_7;Ondřej LengálJiří ŠimáčekTomáš Vojnar;2012;http://link.springer.com/chapter/10.1007/978-3-642-28756-5_7;Chapter;"VATA: A Library for Efficient Manipulation of Non-deterministic Tree Automata,""Tools and Algorithms for the Construction and Analysis of Systems"","""","""","""",""10.1007/978-3-642-28756-5_7"",""Ondřej LengálJiří ŠimáčekTomáš Vojnar"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-28756-5_7"",""Chapter"""
Applying Multi-Criteria Decision Analysis to Global Software Development with Scrum Project Planning;Rough Sets and Knowledge Technology;;;;10.1007/978-3-642-24425-4_41;Luis Henrique AlmeidaPlácido Rogério PinheiroAdriano Bessa Albuquerque;2011;http://link.springer.com/chapter/10.1007/978-3-642-24425-4_41;Chapter;"Applying Multi-Criteria Decision Analysis to Global Software Development with Scrum Project Planning,""Rough Sets and Knowledge Technology"","""","""","""",""10.1007/978-3-642-24425-4_41"",""Luis Henrique AlmeidaPlácido Rogério PinheiroAdriano Bessa Albuquerque"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-24425-4_41"",""Chapter"""
A Study of Concurrency Bugs in an Open Source Software;Open Source Systems: Integrating Communities;;;;10.1007/978-3-319-39225-7_2;Sara Abbaspour AsadollahDaniel SundmarkSigrid EldhHans  HanssonEduard Paul Enoiu;2016;http://link.springer.com/chapter/10.1007/978-3-319-39225-7_2;Chapter;"A Study of Concurrency Bugs in an Open Source Software,""Open Source Systems: Integrating Communities"","""","""","""",""10.1007/978-3-319-39225-7_2"",""Sara Abbaspour AsadollahDaniel SundmarkSigrid EldhHans  HanssonEduard Paul Enoiu"",""2016"",""http://link.springer.com/chapter/10.1007/978-3-319-39225-7_2"",""Chapter"""
Non Satis Scire: To Know Is Not Enough;Computer Assisted Assessment. Research into E-Assessment;;;;10.1007/978-3-319-08657-6_2;Wilfried AdmiraalTanja JanssenJantina HuizengaFrans KranenburgRuurd TaconisAlessandra Corda;2014;http://link.springer.com/chapter/10.1007/978-3-319-08657-6_2;Chapter;"Non Satis Scire: To Know Is Not Enough,""Computer Assisted Assessment. Research into E-Assessment"","""","""","""",""10.1007/978-3-319-08657-6_2"",""Wilfried AdmiraalTanja JanssenJantina HuizengaFrans KranenburgRuurd TaconisAlessandra Corda"",""2014"",""http://link.springer.com/chapter/10.1007/978-3-319-08657-6_2"",""Chapter"""
Exploiting Structural Properties During Carbon Nanotube Simulation;Computational Science and Its Applications -- ICCSA 2015;;;;10.1007/978-3-319-21407-8_25;Michael BurgerChristian BischofChristian SchröppelJens Wackerfuß;2015;http://link.springer.com/chapter/10.1007/978-3-319-21407-8_25;Chapter;"Exploiting Structural Properties During Carbon Nanotube Simulation,""Computational Science and Its Applications -- ICCSA 2015"","""","""","""",""10.1007/978-3-319-21407-8_25"",""Michael BurgerChristian BischofChristian SchröppelJens Wackerfuß"",""2015"",""http://link.springer.com/chapter/10.1007/978-3-319-21407-8_25"",""Chapter"""
Iterative Solution of Linear Systems in Electromagnetics (And Not Only): Experiences with CUDA;Euro-Par 2010 Parallel Processing Workshops;;;;10.1007/978-3-642-21878-1_41;Danilo De DonnoAlessandra EspositoGiuseppina MontiLuciano Tarricone;2011;http://link.springer.com/chapter/10.1007/978-3-642-21878-1_41;Chapter;"Iterative Solution of Linear Systems in Electromagnetics (And Not Only): Experiences with CUDA,""Euro-Par 2010 Parallel Processing Workshops"","""","""","""",""10.1007/978-3-642-21878-1_41"",""Danilo De DonnoAlessandra EspositoGiuseppina MontiLuciano Tarricone"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-21878-1_41"",""Chapter"""
Mixed Reality for Improving Tele-rehabilitation Practices;Computational Science and Its Applications -- ICCSA 2015;;;;10.1007/978-3-319-21404-7_42;Osvaldo GervasiRiccardo MagniMatteo Riganelli;2015;http://link.springer.com/chapter/10.1007/978-3-319-21404-7_42;Chapter;"Mixed Reality for Improving Tele-rehabilitation Practices,""Computational Science and Its Applications -- ICCSA 2015"","""","""","""",""10.1007/978-3-319-21404-7_42"",""Osvaldo GervasiRiccardo MagniMatteo Riganelli"",""2015"",""http://link.springer.com/chapter/10.1007/978-3-319-21404-7_42"",""Chapter"""
Design and Implementation of an FPGA-Based 1.452-Gbps Non-pipelined AES Architecture;Computational Science and Its Applications - ICCSA 2006;;;;10.1007/11751595_49;Ignacio Algredo-BadilloClaudia Feregrino-UribeRené Cumplido;2006;http://link.springer.com/chapter/10.1007/11751595_49;Chapter;"Design and Implementation of an FPGA-Based 1.452-Gbps Non-pipelined AES Architecture,""Computational Science and Its Applications - ICCSA 2006"","""","""","""",""10.1007/11751595_49"",""Ignacio Algredo-BadilloClaudia Feregrino-UribeRené Cumplido"",""2006"",""http://link.springer.com/chapter/10.1007/11751595_49"",""Chapter"""
Designing Casanova: A Language for Games;Advances in Computer Games;;;;10.1007/978-3-642-31866-5_27;Giuseppe MaggioreAlvise SpanòRenzo OrsiniGiulia CostantiniMichele BugliesiMohamed Abbadi;2012;http://link.springer.com/chapter/10.1007/978-3-642-31866-5_27;Chapter;"Designing Casanova: A Language for Games,""Advances in Computer Games"","""","""","""",""10.1007/978-3-642-31866-5_27"",""Giuseppe MaggioreAlvise SpanòRenzo OrsiniGiulia CostantiniMichele BugliesiMohamed Abbadi"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-31866-5_27"",""Chapter"""
Underwater glider design based on dynamic model analysis and prototype development;Journal of Zhejiang University SCIENCE C;;14;8;10.1631/jzus.C1300001;Shuang-shuang FanCan-jun YangShi-lin PengKai-hu LiYu XieShao-yong Zhang;2013;http://link.springer.com/article/10.1631/jzus.C1300001;Article;"Underwater glider design based on dynamic model analysis and prototype development,""Journal of Zhejiang University SCIENCE C"","""",""14"",""8"",""10.1631/jzus.C1300001"",""Shuang-shuang FanCan-jun YangShi-lin PengKai-hu LiYu XieShao-yong Zhang"",""2013"",""http://link.springer.com/article/10.1631/jzus.C1300001"",""Article"""
Working with Databases;Beginning J2EE 1.4: From Novice to Professional;;;;10.1007/978-1-4302-0716-0_6;James L. WeaverKevin MukharJim Crume;2004;http://link.springer.com/chapter/10.1007/978-1-4302-0716-0_6;Chapter;"Working with Databases,""Beginning J2EE 1.4: From Novice to Professional"","""","""","""",""10.1007/978-1-4302-0716-0_6"",""James L. WeaverKevin MukharJim Crume"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4302-0716-0_6"",""Chapter"""
A comparison of active shape model and scale decomposition based features for visual speech recognition;Computer Vision — ECCV’98;;;;10.1007/BFb0054762;Iain MatthewsJ. Andrew BanghamRichard HarveyStephen Cox;1998;http://link.springer.com/chapter/10.1007/BFb0054762;Chapter;"A comparison of active shape model and scale decomposition based features for visual speech recognition,""Computer Vision — ECCV’98"","""","""","""",""10.1007/BFb0054762"",""Iain MatthewsJ. Andrew BanghamRichard HarveyStephen Cox"",""1998"",""http://link.springer.com/chapter/10.1007/BFb0054762"",""Chapter"""
Exploiting the Locality Properties of Peano Curves for Parallel Matrix Multiplication;Euro-Par 2008 – Parallel Processing;;;;10.1007/978-3-540-85451-7_85;Michael Bader;2008;http://link.springer.com/chapter/10.1007/978-3-540-85451-7_85;Chapter;"Exploiting the Locality Properties of Peano Curves for Parallel Matrix Multiplication,""Euro-Par 2008 – Parallel Processing"","""","""","""",""10.1007/978-3-540-85451-7_85"",""Michael Bader"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-85451-7_85"",""Chapter"""
The Computation of Semantic Data Cube;Grid and Cooperative Computing - GCC 2005;;;;10.1007/11590354_74;Yubao LiuJian Yin;2005;http://link.springer.com/chapter/10.1007/11590354_74;Chapter;"The Computation of Semantic Data Cube,""Grid and Cooperative Computing - GCC 2005"","""","""","""",""10.1007/11590354_74"",""Yubao LiuJian Yin"",""2005"",""http://link.springer.com/chapter/10.1007/11590354_74"",""Chapter"""
Cluster-wise Design of Takagi and Sugeno Approach of Fuzzy Logic Controller;Engineering Evolutionary Intelligent Systems;;;;10.1007/978-3-540-75396-4_8;Tushar Kumar PratiharDilip Kumar Pratihar;2008;http://link.springer.com/chapter/10.1007/978-3-540-75396-4_8;Chapter;"Cluster-wise Design of Takagi and Sugeno Approach of Fuzzy Logic Controller,""Engineering Evolutionary Intelligent Systems"","""","""","""",""10.1007/978-3-540-75396-4_8"",""Tushar Kumar PratiharDilip Kumar Pratihar"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-75396-4_8"",""Chapter"""
Impact of Traffic Load on SCTP Failovers in SIGTRAN;Networking - ICN 2005;;;;10.1007/978-3-540-31956-6_91;Karl-Johan GrinnemoAnna Brunstrom;2005;http://link.springer.com/chapter/10.1007/978-3-540-31956-6_91;Chapter;"Impact of Traffic Load on SCTP Failovers in SIGTRAN,""Networking - ICN 2005"","""","""","""",""10.1007/978-3-540-31956-6_91"",""Karl-Johan GrinnemoAnna Brunstrom"",""2005"",""http://link.springer.com/chapter/10.1007/978-3-540-31956-6_91"",""Chapter"""
Equivalence Checking of Static Affine Programs Using Widening to Handle Recurrences;Computer Aided Verification;;;;10.1007/978-3-642-02658-4_44;Sven VerdoolaegeGerda JanssensMaurice Bruynooghe;2009;http://link.springer.com/chapter/10.1007/978-3-642-02658-4_44;Chapter;"Equivalence Checking of Static Affine Programs Using Widening to Handle Recurrences,""Computer Aided Verification"","""","""","""",""10.1007/978-3-642-02658-4_44"",""Sven VerdoolaegeGerda JanssensMaurice Bruynooghe"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-02658-4_44"",""Chapter"""
Results of Bit Error Measurements with Sensor Nodes and Casuistic Consequences for Design of Energy-Efficient Error Control Schemes;Wireless Sensor Networks;;;;10.1007/11669463_23;Andreas WilligRobert Mitschke;2006;http://link.springer.com/chapter/10.1007/11669463_23;Chapter;"Results of Bit Error Measurements with Sensor Nodes and Casuistic Consequences for Design of Energy-Efficient Error Control Schemes,""Wireless Sensor Networks"","""","""","""",""10.1007/11669463_23"",""Andreas WilligRobert Mitschke"",""2006"",""http://link.springer.com/chapter/10.1007/11669463_23"",""Chapter"""
Design equations for prediction of pressuremeter soil deformation moduli utilizing expression programming systems;Neural Computing and Applications;;23;6;10.1007/s00521-012-1144-6;Amir Hossein AlaviAmir Hossein GandomiHadi Chahkandi NejadAli MollahasaniAzadeh Rashed;2013;http://link.springer.com/article/10.1007/s00521-012-1144-6;Article;"Design equations for prediction of pressuremeter soil deformation moduli utilizing expression programming systems,""Neural Computing and Applications"","""",""23"",""6"",""10.1007/s00521-012-1144-6"",""Amir Hossein AlaviAmir Hossein GandomiHadi Chahkandi NejadAli MollahasaniAzadeh Rashed"",""2013"",""http://link.springer.com/article/10.1007/s00521-012-1144-6"",""Article"""
Performance Evaluation of Long-Distance 802.11n Networks;New Contributions in Information Systems and Technologies;;;;10.1007/978-3-319-16486-1_102;Patricia LudeñaJavier SimóKatty RohodenMarco Morocho;2015;http://link.springer.com/chapter/10.1007/978-3-319-16486-1_102;Chapter;"Performance Evaluation of Long-Distance 802.11n Networks,""New Contributions in Information Systems and Technologies"","""","""","""",""10.1007/978-3-319-16486-1_102"",""Patricia LudeñaJavier SimóKatty RohodenMarco Morocho"",""2015"",""http://link.springer.com/chapter/10.1007/978-3-319-16486-1_102"",""Chapter"""
Pedestrian navigation with high sensitivity GPS receivers and MEMS;Personal and Ubiquitous Computing;;11;6;10.1007/s00779-006-0094-3;Gérard Lachapelle;2007;http://link.springer.com/article/10.1007/s00779-006-0094-3;Article;"Pedestrian navigation with high sensitivity GPS receivers and MEMS,""Personal and Ubiquitous Computing"","""",""11"",""6"",""10.1007/s00779-006-0094-3"",""Gérard Lachapelle"",""2007"",""http://link.springer.com/article/10.1007/s00779-006-0094-3"",""Article"""
Marginal Bone Destructions in Dental Radiography Using Multi-template Based on Internet Services;Computational Science and Its Applications - ICCSA 2006;;;;10.1007/11751649_109;Yonghak AhnOksam Chae;2006;http://link.springer.com/chapter/10.1007/11751649_109;Chapter;"Marginal Bone Destructions in Dental Radiography Using Multi-template Based on Internet Services,""Computational Science and Its Applications - ICCSA 2006"","""","""","""",""10.1007/11751649_109"",""Yonghak AhnOksam Chae"",""2006"",""http://link.springer.com/chapter/10.1007/11751649_109"",""Chapter"""
Mastering Table Views with Storyboarding: Coding the Back End;Beginning iOS Storyboarding with Xcode;;;;10.1007/978-1-4302-4273-4_8;Rory LewisYulia McCarthyStephen M. Moraco;2012;http://link.springer.com/chapter/10.1007/978-1-4302-4273-4_8;Chapter;"Mastering Table Views with Storyboarding: Coding the Back End,""Beginning iOS Storyboarding with Xcode"","""","""","""",""10.1007/978-1-4302-4273-4_8"",""Rory LewisYulia McCarthyStephen M. Moraco"",""2012"",""http://link.springer.com/chapter/10.1007/978-1-4302-4273-4_8"",""Chapter"""
Structured Dictionaries for Ischemia Estimation in Cardiac BOLD MRI at Rest;Medical Image Computing and Computer-Assisted Intervention – MICCAI 2014;;;;10.1007/978-3-319-10470-6_70;Cristian RusuSotirios A. Tsaftaris;2014;http://link.springer.com/chapter/10.1007/978-3-319-10470-6_70;Chapter;"Structured Dictionaries for Ischemia Estimation in Cardiac BOLD MRI at Rest,""Medical Image Computing and Computer-Assisted Intervention – MICCAI 2014"","""","""","""",""10.1007/978-3-319-10470-6_70"",""Cristian RusuSotirios A. Tsaftaris"",""2014"",""http://link.springer.com/chapter/10.1007/978-3-319-10470-6_70"",""Chapter"""
Requirements for Getting a Robot to Grow up;Advances in Artificial Life;;;;10.1007/978-3-540-39432-7_91;Peter RossEmma HartAlistair LawsonAndrew WebbErich PremPatrick PoelzGiovanna Morgavi;2003;http://link.springer.com/chapter/10.1007/978-3-540-39432-7_91;Chapter;"Requirements for Getting a Robot to Grow up,""Advances in Artificial Life"","""","""","""",""10.1007/978-3-540-39432-7_91"",""Peter RossEmma HartAlistair LawsonAndrew WebbErich PremPatrick PoelzGiovanna Morgavi"",""2003"",""http://link.springer.com/chapter/10.1007/978-3-540-39432-7_91"",""Chapter"""
Estimation of Link Speed Using Pattern Classification of GPS Probe Car Data;Computational Science and Its Applications - ICCSA 2006;;;;10.1007/11751588_52;Seung-Heon LeeByung-Wook LeeYoung-Kyu Yang;2006;http://link.springer.com/chapter/10.1007/11751588_52;Chapter;"Estimation of Link Speed Using Pattern Classification of GPS Probe Car Data,""Computational Science and Its Applications - ICCSA 2006"","""","""","""",""10.1007/11751588_52"",""Seung-Heon LeeByung-Wook LeeYoung-Kyu Yang"",""2006"",""http://link.springer.com/chapter/10.1007/11751588_52"",""Chapter"""
