Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A privacy service for location-based collaboration among mobile users;Journal of the Brazilian Computer Society;;14;4;10.1007/BF03192571;Vagner SacramentoMarkus EndlerClarisse de Souza;2008;http://link.springer.com/article/10.1007/BF03192571;Article;"A privacy service for location-based collaboration among mobile users,""Journal of the Brazilian Computer Society"","""",""14"",""4"",""10.1007/BF03192571"",""Vagner SacramentoMarkus EndlerClarisse de Souza"",""2008"",""http://link.springer.com/article/10.1007/BF03192571"",""Article"""
Approximate string matching: Investigations with a hardware string comparator;Pattern Recognition;;;;10.1007/3-540-19036-8_54;O. OwolabiJ. D. Ferguson;1988;http://link.springer.com/chapter/10.1007/3-540-19036-8_54;Chapter;"Approximate string matching: Investigations with a hardware string comparator,""Pattern Recognition"","""","""","""",""10.1007/3-540-19036-8_54"",""O. OwolabiJ. D. Ferguson"",""1988"",""http://link.springer.com/chapter/10.1007/3-540-19036-8_54"",""Chapter"""
Query optimization in the CROQUE project;Database and Expert Systems Applications;;;;10.1007/BFb0034704;Andreas HeuerJoachim Kröger;1996;http://link.springer.com/chapter/10.1007/BFb0034704;Chapter;"Query optimization in the CROQUE project,""Database and Expert Systems Applications"","""","""","""",""10.1007/BFb0034704"",""Andreas HeuerJoachim Kröger"",""1996"",""http://link.springer.com/chapter/10.1007/BFb0034704"",""Chapter"""
Automatic Performance Tuning in the UHFFT Library;Computational Science — ICCS 2001;;;;10.1007/3-540-45545-0_17;Dragan MirkovićS. Lennart Johnsson;2001;http://link.springer.com/chapter/10.1007/3-540-45545-0_17;Chapter;"Automatic Performance Tuning in the UHFFT Library,""Computational Science — ICCS 2001"","""","""","""",""10.1007/3-540-45545-0_17"",""Dragan MirkovićS. Lennart Johnsson"",""2001"",""http://link.springer.com/chapter/10.1007/3-540-45545-0_17"",""Chapter"""
The Plasma Poster Network;Public and Situated Displays;;;;10.1007/978-94-017-2813-3_10;Elizabeth ChurchillLes NelsonLaurent DenouePaul MurphyJonathan Helfman;2003;http://link.springer.com/chapter/10.1007/978-94-017-2813-3_10;Chapter;"The Plasma Poster Network,""Public and Situated Displays"","""","""","""",""10.1007/978-94-017-2813-3_10"",""Elizabeth ChurchillLes NelsonLaurent DenouePaul MurphyJonathan Helfman"",""2003"",""http://link.springer.com/chapter/10.1007/978-94-017-2813-3_10"",""Chapter"""
Creating Test Utilities;Visual Basic for Testers;;;;10.1007/978-1-4302-1138-9_5;Mary Romero Sweeney;2001;http://link.springer.com/chapter/10.1007/978-1-4302-1138-9_5;Chapter;"Creating Test Utilities,""Visual Basic for Testers"","""","""","""",""10.1007/978-1-4302-1138-9_5"",""Mary Romero Sweeney"",""2001"",""http://link.springer.com/chapter/10.1007/978-1-4302-1138-9_5"",""Chapter"""
A recursive search algorithm for statistical disclosure assessment;Data Mining and Knowledge Discovery;;16;2;10.1007/s10618-007-0078-6;Anna M. ManningDavid J. HaglinJohn A. Keane;2008;http://link.springer.com/article/10.1007/s10618-007-0078-6;Article;"A recursive search algorithm for statistical disclosure assessment,""Data Mining and Knowledge Discovery"","""",""16"",""2"",""10.1007/s10618-007-0078-6"",""Anna M. ManningDavid J. HaglinJohn A. Keane"",""2008"",""http://link.springer.com/article/10.1007/s10618-007-0078-6"",""Article"""
Iterative selection algorithm for service composition in distributed environments;Science in China Series F: Information Sciences;;51;11;10.1007/s11432-008-0147-5;Sen SuFei LiFangChun Yang;2008;http://link.springer.com/article/10.1007/s11432-008-0147-5;Article;"Iterative selection algorithm for service composition in distributed environments,""Science in China Series F: Information Sciences"","""",""51"",""11"",""10.1007/s11432-008-0147-5"",""Sen SuFei LiFangChun Yang"",""2008"",""http://link.springer.com/article/10.1007/s11432-008-0147-5"",""Article"""
A parameter study of a hybrid Laplacian mean-curvature flow denoising model;The Journal of Supercomputing;;57;3;10.1007/s11227-010-0417-z;Ioana BanicescuHyeona LimRicolindo L. CariñoSeongjai Kim;2011;http://link.springer.com/article/10.1007/s11227-010-0417-z;Article;"A parameter study of a hybrid Laplacian mean-curvature flow denoising model,""The Journal of Supercomputing"","""",""57"",""3"",""10.1007/s11227-010-0417-z"",""Ioana BanicescuHyeona LimRicolindo L. CariñoSeongjai Kim"",""2011"",""http://link.springer.com/article/10.1007/s11227-010-0417-z"",""Article"""
SUNVIZ: A Real-Time Visualization Environment for Space Physics Applications;Advances in Visual Computing;;;;10.1007/978-3-540-89646-3_1;S. EliukP. BoulangerK. Kabin;2008;http://link.springer.com/chapter/10.1007/978-3-540-89646-3_1;Chapter;"SUNVIZ: A Real-Time Visualization Environment for Space Physics Applications,""Advances in Visual Computing"","""","""","""",""10.1007/978-3-540-89646-3_1"",""S. EliukP. BoulangerK. Kabin"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-89646-3_1"",""Chapter"""
Analyzing Test Performance with the ATPG Model;Assessing Fault Model and Test Quality;;;;10.1007/978-1-4615-3606-2_11;Kenneth M. ButlerM. Ray Mercer;1992;http://link.springer.com/chapter/10.1007/978-1-4615-3606-2_11;Chapter;"Analyzing Test Performance with the ATPG Model,""Assessing Fault Model and Test Quality"","""","""","""",""10.1007/978-1-4615-3606-2_11"",""Kenneth M. ButlerM. Ray Mercer"",""1992"",""http://link.springer.com/chapter/10.1007/978-1-4615-3606-2_11"",""Chapter"""
Multivariate network traffic analysis using clustered patterns;Computing;;;;10.1007/s00607-018-0619-4;Jinoh KimAlex SimBrian TierneySang SuhIkkyun Kim;2018;http://link.springer.com/article/10.1007/s00607-018-0619-4;Article;"Multivariate network traffic analysis using clustered patterns,""Computing"","""","""","""",""10.1007/s00607-018-0619-4"",""Jinoh KimAlex SimBrian TierneySang SuhIkkyun Kim"",""2018"",""http://link.springer.com/article/10.1007/s00607-018-0619-4"",""Article"""
An investigation into nausea and other side-effects of head-coupled immersive virtual reality;Virtual Reality;;1;1;10.1007/BF02009710;Clare Regan;1995;http://link.springer.com/article/10.1007/BF02009710;Article;"An investigation into nausea and other side-effects of head-coupled immersive virtual reality,""Virtual Reality"","""",""1"",""1"",""10.1007/BF02009710"",""Clare Regan"",""1995"",""http://link.springer.com/article/10.1007/BF02009710"",""Article"""
Lazy Lexing is Fast;Functional and Logic Programming;;;;10.1007/10705424_5;Manuel M. T. Chakravarty;1999;http://link.springer.com/chapter/10.1007/10705424_5;Chapter;"Lazy Lexing is Fast,""Functional and Logic Programming"","""","""","""",""10.1007/10705424_5"",""Manuel M. T. Chakravarty"",""1999"",""http://link.springer.com/chapter/10.1007/10705424_5"",""Chapter"""
Fine Grain Parallelization of a Discrete Variable Wavepacket Calculation Using ASSIST-CL;Computational Science and Its Applications – ICCSA 2004;;;;10.1007/978-3-540-24709-8_47;Stefano GregoriSergio TassoAntonio Laganà;2004;http://link.springer.com/chapter/10.1007/978-3-540-24709-8_47;Chapter;"Fine Grain Parallelization of a Discrete Variable Wavepacket Calculation Using ASSIST-CL,""Computational Science and Its Applications – ICCSA 2004"","""","""","""",""10.1007/978-3-540-24709-8_47"",""Stefano GregoriSergio TassoAntonio Laganà"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-24709-8_47"",""Chapter"""
Performance of an IBM Pwr4 Node for the GEMS TD Codes and Parallacs;Applied Parallel Computing;;;;10.1007/3-540-48051-X_46;Ulf AnderssonFredrik Hedman;2002;http://link.springer.com/chapter/10.1007/3-540-48051-X_46;Chapter;"Performance of an IBM Pwr4 Node for the GEMS TD Codes and Parallacs,""Applied Parallel Computing"","""","""","""",""10.1007/3-540-48051-X_46"",""Ulf AnderssonFredrik Hedman"",""2002"",""http://link.springer.com/chapter/10.1007/3-540-48051-X_46"",""Chapter"""
A Survey of Ergonomic Studies;The Ergonomics of Computer Pointing Devices;;;;10.1007/978-1-4471-0917-4_4;Sarah A. Douglas AB, MS, PhDAnant Kartik Mithal BTech, MS, PhD;1997;http://link.springer.com/chapter/10.1007/978-1-4471-0917-4_4;Chapter;"A Survey of Ergonomic Studies,""The Ergonomics of Computer Pointing Devices"","""","""","""",""10.1007/978-1-4471-0917-4_4"",""Sarah A. Douglas AB, MS, PhDAnant Kartik Mithal BTech, MS, PhD"",""1997"",""http://link.springer.com/chapter/10.1007/978-1-4471-0917-4_4"",""Chapter"""
Learning Biases for the Evolution of Linguistic Structure: An Associative Network Model;Advances in Artificial Life;;;;10.1007/978-3-540-39432-7_55;Kenny Smith;2003;http://link.springer.com/chapter/10.1007/978-3-540-39432-7_55;Chapter;"Learning Biases for the Evolution of Linguistic Structure: An Associative Network Model,""Advances in Artificial Life"","""","""","""",""10.1007/978-3-540-39432-7_55"",""Kenny Smith"",""2003"",""http://link.springer.com/chapter/10.1007/978-3-540-39432-7_55"",""Chapter"""
Dynamic group size accreditation and group discounts preserving anonymity;International Journal of Information Security;;17;3;10.1007/s10207-017-0368-y;Josep Domingo-FerrerAlberto Blanco-JusticiaCarla Ràfols;2018;http://link.springer.com/article/10.1007/s10207-017-0368-y;Article;"Dynamic group size accreditation and group discounts preserving anonymity,""International Journal of Information Security"","""",""17"",""3"",""10.1007/s10207-017-0368-y"",""Josep Domingo-FerrerAlberto Blanco-JusticiaCarla Ràfols"",""2018"",""http://link.springer.com/article/10.1007/s10207-017-0368-y"",""Article"""
Strings, Text, and Regular Expressions;Maximizing .NET Performance;;;;10.1007/978-1-4302-0784-9_4;Nick Wienholt;2004;http://link.springer.com/chapter/10.1007/978-1-4302-0784-9_4;Chapter;"Strings, Text, and Regular Expressions,""Maximizing .NET Performance"","""","""","""",""10.1007/978-1-4302-0784-9_4"",""Nick Wienholt"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4302-0784-9_4"",""Chapter"""
Scalability of a Workstation Cluster Architecture for Video-on-Demand Applications;Computer Performance Evaluation.Modelling Techniques and Tools;;;;10.1007/3-540-46429-8_20;Peter H. HughesGunnar Brataas;2000;http://link.springer.com/chapter/10.1007/3-540-46429-8_20;Chapter;"Scalability of a Workstation Cluster Architecture for Video-on-Demand Applications,""Computer Performance Evaluation.Modelling Techniques and Tools"","""","""","""",""10.1007/3-540-46429-8_20"",""Peter H. HughesGunnar Brataas"",""2000"",""http://link.springer.com/chapter/10.1007/3-540-46429-8_20"",""Chapter"""
Ontogator — A Semantic View-Based Search Engine Service for Web Applications;The Semantic Web - ISWC 2006;;;;10.1007/11926078_61;Eetu MäkeläEero HyvönenSamppa Saarela;2006;http://link.springer.com/chapter/10.1007/11926078_61;Chapter;"Ontogator — A Semantic View-Based Search Engine Service for Web Applications,""The Semantic Web - ISWC 2006"","""","""","""",""10.1007/11926078_61"",""Eetu MäkeläEero HyvönenSamppa Saarela"",""2006"",""http://link.springer.com/chapter/10.1007/11926078_61"",""Chapter"""
Physical Fidelity: Exploring the Importance of Physicality on Physical-Digital Conceptual Prototyping;Human-Computer Interaction – INTERACT 2009;;;;10.1007/978-3-642-03655-2_26;Joanna HareSteve GillGareth LoudonDevina Ramduny-EllisAlan Dix;2009;http://link.springer.com/chapter/10.1007/978-3-642-03655-2_26;Chapter;"Physical Fidelity: Exploring the Importance of Physicality on Physical-Digital Conceptual Prototyping,""Human-Computer Interaction – INTERACT 2009"","""","""","""",""10.1007/978-3-642-03655-2_26"",""Joanna HareSteve GillGareth LoudonDevina Ramduny-EllisAlan Dix"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-03655-2_26"",""Chapter"""
Prototype of an Intelligent Failure Analysis System;Case-Based Reasoning Research and Development;;;;10.1007/3-540-44593-5_51;Claude MountT. Warren Liao;2001;http://link.springer.com/chapter/10.1007/3-540-44593-5_51;Chapter;"Prototype of an Intelligent Failure Analysis System,""Case-Based Reasoning Research and Development"","""","""","""",""10.1007/3-540-44593-5_51"",""Claude MountT. Warren Liao"",""2001"",""http://link.springer.com/chapter/10.1007/3-540-44593-5_51"",""Chapter"""
New Cryptographic Primitives Based on Multiword T-Functions;Fast Software Encryption;;;;10.1007/978-3-540-25937-4_1;Alexander KlimovAdi Shamir;2004;http://link.springer.com/chapter/10.1007/978-3-540-25937-4_1;Chapter;"New Cryptographic Primitives Based on Multiword T-Functions,""Fast Software Encryption"","""","""","""",""10.1007/978-3-540-25937-4_1"",""Alexander KlimovAdi Shamir"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-25937-4_1"",""Chapter"""
OBO and OWL: Leveraging Semantic Web Technologies for the Life Sciences;The Semantic Web;;;;10.1007/978-3-540-76298-0_13;Christine GolbreichMatthew HorridgeIan HorrocksBoris MotikRob Shearer;2007;http://link.springer.com/chapter/10.1007/978-3-540-76298-0_13;Chapter;"OBO and OWL: Leveraging Semantic Web Technologies for the Life Sciences,""The Semantic Web"","""","""","""",""10.1007/978-3-540-76298-0_13"",""Christine GolbreichMatthew HorridgeIan HorrocksBoris MotikRob Shearer"",""2007"",""http://link.springer.com/chapter/10.1007/978-3-540-76298-0_13"",""Chapter"""
The Media Equation Does Not Always Apply: People are not Polite Towards Small Computers;Personal and Ubiquitous Computing;;6;2;10.1007/s007790200008;Mikael GoldsteinGunilla Alsio¨Jost Werdenhoff;2002;http://link.springer.com/article/10.1007/s007790200008;Article;"The Media Equation Does Not Always Apply: People are not Polite Towards Small Computers,""Personal and Ubiquitous Computing"","""",""6"",""2"",""10.1007/s007790200008"",""Mikael GoldsteinGunilla Alsio¨Jost Werdenhoff"",""2002"",""http://link.springer.com/article/10.1007/s007790200008"",""Article"""
File changes with security proof stored in cloud service systems;Personal and Ubiquitous Computing;;22;1;10.1007/s00779-017-1090-5;Cheng-Yu YangCheng-Ta HuangYa-Ping WangYen-Wen ChenShiuh-Jeng Wang;2018;http://link.springer.com/article/10.1007/s00779-017-1090-5;Article;"File changes with security proof stored in cloud service systems,""Personal and Ubiquitous Computing"","""",""22"",""1"",""10.1007/s00779-017-1090-5"",""Cheng-Yu YangCheng-Ta HuangYa-Ping WangYen-Wen ChenShiuh-Jeng Wang"",""2018"",""http://link.springer.com/article/10.1007/s00779-017-1090-5"",""Article"""
A fast hybrid computation model for rectum deformation;The Visual Computer;;27;2;10.1007/s00371-010-0533-z;Jian ChangXiaosong YangJun J. PanWenxi LiJian J. Zhang;2011;http://link.springer.com/article/10.1007/s00371-010-0533-z;Article;"A fast hybrid computation model for rectum deformation,""The Visual Computer"","""",""27"",""2"",""10.1007/s00371-010-0533-z"",""Jian ChangXiaosong YangJun J. PanWenxi LiJian J. Zhang"",""2011"",""http://link.springer.com/article/10.1007/s00371-010-0533-z"",""Article"""
The development of Mellanox/NVIDIA GPUDirect over InfiniBand—a new model for GPU to GPU communications;Computer Science - Research and Development;;26;03/abr;10.1007/s00450-011-0157-1;Gilad ShainerAli AyoubPak LuiTong LiuMichael KaganChristian R. TrottGreg ScantlenPaul S. Crozier;2011;http://link.springer.com/article/10.1007/s00450-011-0157-1;Article;"The development of Mellanox/NVIDIA GPUDirect over InfiniBand—a new model for GPU to GPU communications,""Computer Science - Research and Development"","""",""26"",""3 - 4"",""10.1007/s00450-011-0157-1"",""Gilad ShainerAli AyoubPak LuiTong LiuMichael KaganChristian R. TrottGreg ScantlenPaul S. Crozier"",""2011"",""http://link.springer.com/article/10.1007/s00450-011-0157-1"",""Article"""
Advertising Database Capabilities for Information Sharing;Advanced Information Systems Engineering;;;;10.1007/3-540-45140-4_5;Suzanne M. EmburyJianhua ShaoW. Alex GrayNigel Fishlock;2000;http://link.springer.com/chapter/10.1007/3-540-45140-4_5;Chapter;"Advertising Database Capabilities for Information Sharing,""Advanced Information Systems Engineering"","""","""","""",""10.1007/3-540-45140-4_5"",""Suzanne M. EmburyJianhua ShaoW. Alex GrayNigel Fishlock"",""2000"",""http://link.springer.com/chapter/10.1007/3-540-45140-4_5"",""Chapter"""
Reliability and environmental requirements;Quality by Design for Electronics;;;;10.1007/978-1-4615-2065-8_5;Werner Fleischhammer;1996;http://link.springer.com/chapter/10.1007/978-1-4615-2065-8_5;Chapter;"Reliability and environmental requirements,""Quality by Design for Electronics"","""","""","""",""10.1007/978-1-4615-2065-8_5"",""Werner Fleischhammer"",""1996"",""http://link.springer.com/chapter/10.1007/978-1-4615-2065-8_5"",""Chapter"""
Using Criticalities as a Heuristic for Answer Set Programming;Logic Programming and Nonmonotonic Reasoning;;;;10.1007/978-3-540-24609-1_21;Orkunt SabuncuFerda N. AlpaslanVarol Akman;2004;http://link.springer.com/chapter/10.1007/978-3-540-24609-1_21;Chapter;"Using Criticalities as a Heuristic for Answer Set Programming,""Logic Programming and Nonmonotonic Reasoning"","""","""","""",""10.1007/978-3-540-24609-1_21"",""Orkunt SabuncuFerda N. AlpaslanVarol Akman"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-24609-1_21"",""Chapter"""
Clustering Techniques for Large Database Cleansing;Clustering and Information Retrieval;;;;10.1007/978-1-4613-0227-8_8;Sam Y. SungZhao LiTok W. Ling;2004;http://link.springer.com/chapter/10.1007/978-1-4613-0227-8_8;Chapter;"Clustering Techniques for Large Database Cleansing,""Clustering and Information Retrieval"","""","""","""",""10.1007/978-1-4613-0227-8_8"",""Sam Y. SungZhao LiTok W. Ling"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4613-0227-8_8"",""Chapter"""
The Three-Level Approaches for Differentiated Service in Clustering Web Server;Active and Programmable Networks;;;;10.1007/978-3-642-00972-3_23;Myung-Sub LeeChang-Hyeon Park;2009;http://link.springer.com/chapter/10.1007/978-3-642-00972-3_23;Chapter;"The Three-Level Approaches for Differentiated Service in Clustering Web Server,""Active and Programmable Networks"","""","""","""",""10.1007/978-3-642-00972-3_23"",""Myung-Sub LeeChang-Hyeon Park"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-00972-3_23"",""Chapter"""
A word to phoneme translator;Computing in the 90's;;;;10.1007/BFb0038474;Gary Gold;1991;http://link.springer.com/chapter/10.1007/BFb0038474;Chapter;"A word to phoneme translator,""Computing in the 90's"","""","""","""",""10.1007/BFb0038474"",""Gary Gold"",""1991"",""http://link.springer.com/chapter/10.1007/BFb0038474"",""Chapter"""
Combining Generative and Discriminative Models in a Framework for Articulated Pose Estimation;International Journal of Computer Vision;;67;3;10.1007/s11263-006-5165-4;RÓMer RosalesStan Sclaroff;2006;http://link.springer.com/article/10.1007/s11263-006-5165-4;Article;"Combining Generative and Discriminative Models in a Framework for Articulated Pose Estimation,""International Journal of Computer Vision"","""",""67"",""3"",""10.1007/s11263-006-5165-4"",""RÓMer RosalesStan Sclaroff"",""2006"",""http://link.springer.com/article/10.1007/s11263-006-5165-4"",""Article"""
Factors in Applying Psychomotor Studies to Pointing Devices;The Ergonomics of Computer Pointing Devices;;;;10.1007/978-1-4471-0917-4_3;Sarah A. Douglas AB, MS, PhDAnant Kartik Mithal BTech, MS, PhD;1997;http://link.springer.com/chapter/10.1007/978-1-4471-0917-4_3;Chapter;"Factors in Applying Psychomotor Studies to Pointing Devices,""The Ergonomics of Computer Pointing Devices"","""","""","""",""10.1007/978-1-4471-0917-4_3"",""Sarah A. Douglas AB, MS, PhDAnant Kartik Mithal BTech, MS, PhD"",""1997"",""http://link.springer.com/chapter/10.1007/978-1-4471-0917-4_3"",""Chapter"""
Ensuring Fault-Tolerance in Distributed Media;Programming and Computer Software;;27;5;10.1023/A:1012388826097;A. G. TormasovM. A. KhasinYu. I. Pakhomov;2001;http://link.springer.com/article/10.1023/A%3A1012388826097;Article;"Ensuring Fault-Tolerance in Distributed Media,""Programming and Computer Software"","""",""27"",""5"",""10.1023/A:1012388826097"",""A. G. TormasovM. A. KhasinYu. I. Pakhomov"",""2001"",""http://link.springer.com/article/10.1023/A%3A1012388826097"",""Article"""
The Discovery of Self-Similar Traffic;Performance Evaluation: Origins and Directions;;;;10.1007/3-540-46506-5_24;Walter Willinger;2000;http://link.springer.com/chapter/10.1007/3-540-46506-5_24;Chapter;"The Discovery of Self-Similar Traffic,""Performance Evaluation: Origins and Directions"","""","""","""",""10.1007/3-540-46506-5_24"",""Walter Willinger"",""2000"",""http://link.springer.com/chapter/10.1007/3-540-46506-5_24"",""Chapter"""
Estimation of mechanical parameters of deformable solids from videos;The Visual Computer;;24;11;10.1007/s00371-008-0273-5;Cédric SyllebranqueSamuel Boivin;2008;http://link.springer.com/article/10.1007/s00371-008-0273-5;Article;"Estimation of mechanical parameters of deformable solids from videos,""The Visual Computer"","""",""24"",""11"",""10.1007/s00371-008-0273-5"",""Cédric SyllebranqueSamuel Boivin"",""2008"",""http://link.springer.com/article/10.1007/s00371-008-0273-5"",""Article"""
A Framework of Two-Stage Combination of Multiple Recognizers for Handwritten Numerals;PRICAI 2000 Topics in Artificial Intelligence;;;;10.1007/3-540-44533-1_62;K. LeeY. Lee;2000;http://link.springer.com/chapter/10.1007/3-540-44533-1_62;Chapter;"A Framework of Two-Stage Combination of Multiple Recognizers for Handwritten Numerals,""PRICAI 2000 Topics in Artificial Intelligence"","""","""","""",""10.1007/3-540-44533-1_62"",""K. LeeY. Lee"",""2000"",""http://link.springer.com/chapter/10.1007/3-540-44533-1_62"",""Chapter"""
User-Interface Testing;Model-Driven Testing;;;;10.1007/978-3-540-72563-3_9;Paul BakerZhen Ru DaiJens GrabowskiØystein HaugenIna SchieferdeckerClay Williams;2008;http://link.springer.com/chapter/10.1007/978-3-540-72563-3_9;Chapter;"User-Interface Testing,""Model-Driven Testing"","""","""","""",""10.1007/978-3-540-72563-3_9"",""Paul BakerZhen Ru DaiJens GrabowskiØystein HaugenIna SchieferdeckerClay Williams"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-72563-3_9"",""Chapter"""
Coupling of FDBS and WfMS for Integrating Database and Application Systems: Architecture, Complexity, Performance;Advances in Database Technology — EDBT 2002;;;;10.1007/3-540-45876-X_25;Klaudia HergulaTheo Härder;2002;http://link.springer.com/chapter/10.1007/3-540-45876-X_25;Chapter;"Coupling of FDBS and WfMS for Integrating Database and Application Systems: Architecture, Complexity, Performance,""Advances in Database Technology — EDBT 2002"","""","""","""",""10.1007/3-540-45876-X_25"",""Klaudia HergulaTheo Härder"",""2002"",""http://link.springer.com/chapter/10.1007/3-540-45876-X_25"",""Chapter"""
Concurrency bugs in open source software: a case study;Journal of Internet Services and Applications;;8;1;10.1186/s13174-017-0055-2;Sara Abbaspour AsadollahDaniel SundmarkSigrid EldhHans Hansson;2017;http://link.springer.com/article/10.1186/s13174-017-0055-2;Article;"Concurrency bugs in open source software: a case study,""Journal of Internet Services and Applications"","""",""8"",""1"",""10.1186/s13174-017-0055-2"",""Sara Abbaspour AsadollahDaniel SundmarkSigrid EldhHans Hansson"",""2017"",""http://link.springer.com/article/10.1186/s13174-017-0055-2"",""Article"""
Energy efficient peer-to-peer file sharing;The Journal of Supercomputing;;62;3;10.1007/s11227-011-0602-8;Helmut HlavacsRoman WeidlichThomas Treutner;2012;http://link.springer.com/article/10.1007/s11227-011-0602-8;Article;"Energy efficient peer-to-peer file sharing,""The Journal of Supercomputing"","""",""62"",""3"",""10.1007/s11227-011-0602-8"",""Helmut HlavacsRoman WeidlichThomas Treutner"",""2012"",""http://link.springer.com/article/10.1007/s11227-011-0602-8"",""Article"""
Replicator Dynamics in the Iterative Process for Accurate Range Image Matching;International Journal of Computer Vision;;83;1;10.1007/s11263-009-0210-8;Yonghuai Liu;2009;http://link.springer.com/article/10.1007/s11263-009-0210-8;Article;"Replicator Dynamics in the Iterative Process for Accurate Range Image Matching,""International Journal of Computer Vision"","""",""83"",""1"",""10.1007/s11263-009-0210-8"",""Yonghuai Liu"",""2009"",""http://link.springer.com/article/10.1007/s11263-009-0210-8"",""Article"""
Godson-T: An Efficient Many-Core Architecture for Parallel Program Executions;Journal of Computer Science and Technology;;24;6;10.1007/s11390-009-9295-3;Dong-Rui FanNan YuanJun-Chao ZhangYong-Bin ZhouWei LinFeng-Long SongXiao-Chun YeHe HuangLei YuGuo-Ping LongHao ZhangLei Liu;2009;http://link.springer.com/article/10.1007/s11390-009-9295-3;Article;"Godson-T: An Efficient Many-Core Architecture for Parallel Program Executions,""Journal of Computer Science and Technology"","""",""24"",""6"",""10.1007/s11390-009-9295-3"",""Dong-Rui FanNan YuanJun-Chao ZhangYong-Bin ZhouWei LinFeng-Long SongXiao-Chun YeHe HuangLei YuGuo-Ping LongHao ZhangLei Liu"",""2009"",""http://link.springer.com/article/10.1007/s11390-009-9295-3"",""Article"""
Adaptive multimedia synchronization in a teleconference system;Multimedia Systems;;7;4;10.1007/s005300050134;Yong XieChangdong LiuMyung J. LeeTarek N. Saadawi;1999;http://link.springer.com/article/10.1007/s005300050134;Article;"Adaptive multimedia synchronization in a teleconference system,""Multimedia Systems"","""",""7"",""4"",""10.1007/s005300050134"",""Yong XieChangdong LiuMyung J. LeeTarek N. Saadawi"",""1999"",""http://link.springer.com/article/10.1007/s005300050134"",""Article"""
SelfLog: Language and Implementation;Implementations of Logic Programming Systems;;;;10.1007/978-1-4615-2690-2_1;Michele BugliesiGiuseppe Nardiello;1994;http://link.springer.com/chapter/10.1007/978-1-4615-2690-2_1;Chapter;"SelfLog: Language and Implementation,""Implementations of Logic Programming Systems"","""","""","""",""10.1007/978-1-4615-2690-2_1"",""Michele BugliesiGiuseppe Nardiello"",""1994"",""http://link.springer.com/chapter/10.1007/978-1-4615-2690-2_1"",""Chapter"""
Process Mining: Discovering Direct Successors in Process Logs;Discovery Science;;;;10.1007/3-540-36182-0_37;Laura MarusterA. J. M. M. Ton WeijtersW. M. P. Wil van der AalstAntal van den Bosch;2002;http://link.springer.com/chapter/10.1007/3-540-36182-0_37;Chapter;"Process Mining: Discovering Direct Successors in Process Logs,""Discovery Science"","""","""","""",""10.1007/3-540-36182-0_37"",""Laura MarusterA. J. M. M. Ton WeijtersW. M. P. Wil van der AalstAntal van den Bosch"",""2002"",""http://link.springer.com/chapter/10.1007/3-540-36182-0_37"",""Chapter"""
Agile Development for Embedded Software;Extreme Programming and Agile Methods - XP/Agile Universe 2004;;;;10.1007/978-3-540-27777-4_25;James GrenningJohan PeetersCarsten Behring;2004;http://link.springer.com/chapter/10.1007/978-3-540-27777-4_25;Chapter;"Agile Development for Embedded Software,""Extreme Programming and Agile Methods - XP/Agile Universe 2004"","""","""","""",""10.1007/978-3-540-27777-4_25"",""James GrenningJohan PeetersCarsten Behring"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-27777-4_25"",""Chapter"""
An Agile CMM;Extreme Programming and Agile Methods - XP/Agile Universe 2004;;;;10.1007/978-3-540-27777-4_13;Erik BosChrist Vriens;2004;http://link.springer.com/chapter/10.1007/978-3-540-27777-4_13;Chapter;"An Agile CMM,""Extreme Programming and Agile Methods - XP/Agile Universe 2004"","""","""","""",""10.1007/978-3-540-27777-4_13"",""Erik BosChrist Vriens"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-27777-4_13"",""Chapter"""
Advancing the incremental fusion of robotic sensory features using online multi-kernel extreme learning machine;Frontiers of Computer Science;;11;2;10.1007/s11704-016-5171-9;Lele CaoFuchun SunHongbo LiWenbing Huang;2017;http://link.springer.com/article/10.1007/s11704-016-5171-9;Article;"Advancing the incremental fusion of robotic sensory features using online multi-kernel extreme learning machine,""Frontiers of Computer Science"","""",""11"",""2"",""10.1007/s11704-016-5171-9"",""Lele CaoFuchun SunHongbo LiWenbing Huang"",""2017"",""http://link.springer.com/article/10.1007/s11704-016-5171-9"",""Article"""
